rl	V(vo)
8.899999999999984e+00	5.017051e+00
8.999999999999984e+00	5.017100e+00
9.099999999999984e+00	5.017148e+00
9.199999999999983e+00	5.017194e+00
9.299999999999983e+00	5.017239e+00
9.399999999999983e+00	5.017283e+00
9.499999999999982e+00	5.017327e+00
9.599999999999982e+00	5.017369e+00
9.699999999999982e+00	5.017410e+00
9.799999999999981e+00	5.017451e+00
9.899999999999981e+00	5.017490e+00
9.999999999999980e+00	5.017529e+00
1.009999999999998e+01	5.017567e+00
1.019999999999998e+01	5.017604e+00
1.029999999999998e+01	5.017641e+00
1.039999999999998e+01	5.017676e+00
1.049999999999998e+01	5.017711e+00
1.059999999999998e+01	5.017747e+00
1.069999999999998e+01	5.017778e+00
1.079999999999998e+01	5.017811e+00
1.089999999999998e+01	5.017844e+00
1.099999999999998e+01	5.017875e+00
1.109999999999998e+01	5.017906e+00
1.119999999999998e+01	5.017937e+00
1.129999999999998e+01	5.017966e+00
1.139999999999998e+01	5.017995e+00
1.149999999999998e+01	5.018024e+00
1.159999999999997e+01	5.018053e+00
1.169999999999997e+01	5.018080e+00
1.179999999999997e+01	5.018107e+00
1.189999999999997e+01	5.018134e+00
1.199999999999997e+01	5.018160e+00
1.209999999999997e+01	5.018186e+00
1.219999999999997e+01	5.018211e+00
1.229999999999997e+01	5.018236e+00
1.239999999999997e+01	5.018260e+00
1.249999999999997e+01	5.018284e+00
1.259999999999997e+01	5.018308e+00
1.269999999999997e+01	5.018331e+00
1.279999999999997e+01	5.018354e+00
1.289999999999997e+01	5.018379e+00
1.299999999999997e+01	5.018399e+00
1.309999999999997e+01	5.018418e+00
1.319999999999997e+01	5.018442e+00
1.329999999999997e+01	5.018463e+00
1.339999999999997e+01	5.018484e+00
1.349999999999997e+01	5.018699e+00
1.359999999999997e+01	5.018579e+00
1.369999999999997e+01	5.018590e+00
1.379999999999997e+01	5.018608e+00
1.389999999999997e+01	5.018628e+00
1.399999999999997e+01	5.018657e+00
1.409999999999997e+01	5.018675e+00
1.419999999999997e+01	5.018693e+00
1.429999999999997e+01	5.018712e+00
1.439999999999996e+01	5.018729e+00
1.449999999999996e+01	5.018746e+00
1.459999999999996e+01	5.018762e+00
1.469999999999996e+01	5.018776e+00
1.479999999999996e+01	5.018791e+00
1.489999999999996e+01	5.018773e+00
1.499999999999996e+01	5.018791e+00
1.509999999999996e+01	5.018839e+00
1.519999999999996e+01	5.018839e+00
1.529999999999996e+01	5.018838e+00
1.539999999999996e+01	5.018845e+00
1.549999999999996e+01	5.018856e+00
1.559999999999996e+01	5.018934e+00
1.569999999999996e+01	5.018887e+00
1.579999999999996e+01	5.018900e+00
1.589999999999996e+01	5.019051e+00
1.599999999999996e+01	5.018993e+00
1.609999999999996e+01	5.018971e+00
1.619999999999996e+01	5.018969e+00
1.629999999999996e+01	5.018976e+00
1.639999999999996e+01	5.018986e+00
1.649999999999996e+01	5.018998e+00
1.659999999999997e+01	5.019011e+00
1.669999999999997e+01	5.019134e+00
1.679999999999997e+01	5.019122e+00
1.689999999999997e+01	5.019115e+00
1.699999999999997e+01	5.019113e+00
1.709999999999997e+01	5.019114e+00
1.719999999999997e+01	5.019117e+00
1.729999999999998e+01	5.019122e+00
1.739999999999998e+01	5.019129e+00
1.749999999999998e+01	5.019136e+00
1.759999999999998e+01	5.019145e+00
1.769999999999998e+01	5.019154e+00
1.779999999999998e+01	5.019164e+00
1.789999999999998e+01	5.019173e+00
1.799999999999999e+01	5.019183e+00
1.809999999999999e+01	5.019194e+00
1.819999999999999e+01	5.019204e+00
1.829999999999999e+01	5.019214e+00
1.839999999999999e+01	5.019224e+00
1.849999999999999e+01	5.019480e+00
1.859999999999999e+01	5.019427e+00
1.870000000000000e+01	5.019361e+00
1.880000000000000e+01	5.019318e+00
1.890000000000000e+01	5.019290e+00
1.900000000000000e+01	5.019287e+00
1.910000000000000e+01	5.019298e+00
1.920000000000000e+01	5.019305e+00
1.930000000000000e+01	5.019314e+00
1.940000000000001e+01	5.019324e+00
1.950000000000001e+01	5.019334e+00
1.960000000000001e+01	5.019343e+00
1.970000000000001e+01	5.019352e+00
1.980000000000001e+01	5.019361e+00
1.990000000000001e+01	5.019371e+00
2.000000000000001e+01	5.019380e+00
2.010000000000002e+01	5.019388e+00
2.020000000000002e+01	5.019397e+00
2.030000000000002e+01	5.019406e+00
2.040000000000002e+01	5.019414e+00
2.050000000000002e+01	5.019423e+00
2.060000000000002e+01	5.019432e+00
2.070000000000002e+01	5.019440e+00
2.080000000000003e+01	5.019448e+00
2.090000000000003e+01	5.019456e+00
2.100000000000003e+01	5.019465e+00
2.110000000000003e+01	5.019473e+00
2.120000000000003e+01	5.019481e+00
2.130000000000003e+01	5.019489e+00
2.140000000000003e+01	5.019496e+00
2.150000000000004e+01	5.019505e+00
2.160000000000004e+01	5.019512e+00
2.170000000000004e+01	5.019520e+00
2.180000000000004e+01	5.019527e+00
2.190000000000004e+01	5.019518e+00
2.200000000000004e+01	5.019529e+00
2.210000000000004e+01	5.019549e+00
2.220000000000005e+01	5.019557e+00
2.230000000000005e+01	5.019564e+00
2.240000000000005e+01	5.019571e+00
2.250000000000005e+01	5.019578e+00
2.260000000000005e+01	5.019585e+00
2.270000000000005e+01	5.019592e+00
2.280000000000005e+01	5.019599e+00
2.290000000000006e+01	5.019606e+00
2.300000000000006e+01	5.019612e+00
2.310000000000006e+01	5.019623e+00
2.320000000000006e+01	5.019626e+00
2.330000000000006e+01	5.019632e+00
2.340000000000006e+01	5.019639e+00
2.350000000000006e+01	5.019646e+00
2.360000000000007e+01	5.019652e+00
2.370000000000007e+01	5.019658e+00
2.380000000000007e+01	5.019665e+00
2.390000000000007e+01	5.019671e+00
2.400000000000007e+01	5.019679e+00
2.410000000000007e+01	5.019668e+00
2.420000000000007e+01	5.019771e+00
2.430000000000008e+01	5.019666e+00
2.440000000000008e+01	5.019695e+00
2.450000000000008e+01	5.019707e+00
2.460000000000008e+01	5.019713e+00
2.470000000000008e+01	5.019719e+00
2.480000000000008e+01	5.019725e+00
2.490000000000008e+01	5.019731e+00
2.500000000000009e+01	5.019736e+00
2.510000000000009e+01	5.019981e+00
2.520000000000009e+01	5.019775e+00
2.530000000000009e+01	5.019753e+00
2.540000000000009e+01	5.019759e+00
2.550000000000009e+01	5.019745e+00
2.560000000000009e+01	5.019770e+00
2.570000000000010e+01	5.019775e+00
2.580000000000010e+01	5.019780e+00
2.590000000000010e+01	5.019785e+00
2.600000000000010e+01	5.019791e+00
2.610000000000010e+01	5.019796e+00
2.620000000000010e+01	5.019801e+00
2.630000000000010e+01	5.019797e+00
2.640000000000011e+01	5.019812e+00
2.650000000000011e+01	5.019816e+00
2.660000000000011e+01	5.019822e+00
2.670000000000011e+01	5.019827e+00
2.680000000000011e+01	5.019832e+00
2.690000000000011e+01	5.019836e+00
2.700000000000011e+01	5.019841e+00
2.710000000000012e+01	5.019846e+00
2.720000000000012e+01	5.019851e+00
2.730000000000012e+01	5.019856e+00
2.740000000000012e+01	5.019861e+00
2.750000000000012e+01	5.019865e+00
2.760000000000012e+01	5.019870e+00
2.770000000000012e+01	5.019875e+00
2.780000000000013e+01	5.019879e+00
2.790000000000013e+01	5.019884e+00
2.800000000000013e+01	5.019888e+00
2.810000000000013e+01	5.020130e+00
2.820000000000013e+01	5.019897e+00
2.830000000000013e+01	5.020000e+00
2.840000000000013e+01	5.019945e+00
2.850000000000014e+01	5.019910e+00
2.860000000000014e+01	5.019915e+00
2.870000000000014e+01	5.019919e+00
2.880000000000014e+01	5.019923e+00
2.890000000000014e+01	5.019928e+00
2.900000000000014e+01	5.019932e+00
2.910000000000014e+01	5.019941e+00
2.920000000000014e+01	5.019940e+00
2.930000000000015e+01	5.019946e+00
2.940000000000015e+01	5.019986e+00
2.950000000000015e+01	5.019953e+00
2.960000000000015e+01	5.019957e+00
2.970000000000015e+01	5.019964e+00
2.980000000000015e+01	5.019985e+00
2.990000000000015e+01	5.019969e+00
3.000000000000016e+01	5.019973e+00
3.010000000000016e+01	5.020126e+00
3.020000000000016e+01	5.019985e+00
3.030000000000016e+01	5.019984e+00
3.040000000000016e+01	5.019988e+00
3.050000000000016e+01	5.019992e+00
3.060000000000016e+01	5.019996e+00
3.070000000000017e+01	5.020005e+00
3.080000000000017e+01	5.020003e+00
3.090000000000017e+01	5.020007e+00
3.100000000000017e+01	5.020022e+00
3.110000000000017e+01	5.020052e+00
3.120000000000017e+01	5.020019e+00
3.130000000000017e+01	5.020021e+00
3.140000000000018e+01	5.020025e+00
3.150000000000018e+01	5.020029e+00
3.160000000000018e+01	5.020032e+00
3.170000000000018e+01	5.020036e+00
3.180000000000018e+01	5.020045e+00
3.190000000000018e+01	5.020043e+00
3.200000000000018e+01	5.020046e+00
3.210000000000019e+01	5.020050e+00
3.220000000000019e+01	5.020053e+00
3.230000000000019e+01	5.020057e+00
3.240000000000019e+01	5.020060e+00
3.250000000000019e+01	5.020063e+00
3.260000000000019e+01	5.020067e+00
3.270000000000019e+01	5.020070e+00
3.280000000000020e+01	5.020074e+00
3.290000000000020e+01	5.020078e+00
3.300000000000020e+01	5.020080e+00
3.310000000000020e+01	5.020122e+00
3.320000000000020e+01	5.020090e+00
3.330000000000020e+01	5.020090e+00
3.340000000000020e+01	5.020092e+00
3.350000000000021e+01	5.020096e+00
3.360000000000021e+01	5.020099e+00
3.370000000000021e+01	5.020102e+00
3.380000000000021e+01	5.020105e+00
3.390000000000021e+01	5.020108e+00
3.400000000000021e+01	5.020111e+00
3.410000000000021e+01	5.020114e+00
3.420000000000022e+01	5.020117e+00
3.430000000000022e+01	5.020121e+00
3.440000000000022e+01	5.020121e+00
3.450000000000022e+01	5.020126e+00
3.460000000000022e+01	5.020129e+00
3.470000000000022e+01	5.020132e+00
3.480000000000022e+01	5.020135e+00
3.490000000000023e+01	5.020138e+00
3.500000000000023e+01	5.020141e+00
3.510000000000023e+01	5.020145e+00
3.520000000000023e+01	5.020147e+00
3.530000000000023e+01	5.020150e+00
3.540000000000023e+01	5.020153e+00
3.550000000000023e+01	5.020155e+00
3.560000000000024e+01	5.020158e+00
3.570000000000024e+01	5.020186e+00
3.580000000000024e+01	5.020164e+00
3.590000000000024e+01	5.020166e+00
3.600000000000024e+01	5.020169e+00
3.610000000000024e+01	5.020172e+00
3.620000000000024e+01	5.020175e+00
3.630000000000025e+01	5.020178e+00
3.640000000000025e+01	5.020180e+00
3.650000000000025e+01	5.020183e+00
3.660000000000025e+01	5.020185e+00
3.670000000000025e+01	5.020217e+00
3.680000000000025e+01	5.020190e+00
3.690000000000025e+01	5.020175e+00
3.700000000000026e+01	5.020195e+00
3.710000000000026e+01	5.020198e+00
3.720000000000026e+01	5.020201e+00
3.730000000000026e+01	5.020203e+00
3.740000000000026e+01	5.020206e+00
3.750000000000026e+01	5.020208e+00
3.760000000000026e+01	5.020185e+00
3.770000000000027e+01	5.020213e+00
3.780000000000027e+01	5.020216e+00
3.790000000000027e+01	5.020224e+00
3.800000000000027e+01	5.020225e+00
3.810000000000027e+01	5.020223e+00
3.820000000000027e+01	5.020226e+00
3.830000000000027e+01	5.020228e+00
3.840000000000028e+01	5.020230e+00
3.850000000000028e+01	5.020230e+00
