Freq.	V(vo)/V(vp)
1.00000000000000e-01	(3.83836493114496e+01dB,-1.78579848348505e+02°)
1.01157945425990e-01	(3.83837100359883e+01dB,-1.78596098761211e+02°)
1.02329299228075e-01	(3.83837693790885e+01dB,-1.78612163386159e+02°)
1.03514216667934e-01	(3.83838273721577e+01dB,-1.78628044342593e+02°)
1.04712854805090e-01	(3.83838840458922e+01dB,-1.78643743725756e+02°)
1.05925372517729e-01	(3.83839394302896e+01dB,-1.78659263607153e+02°)
1.07151930523761e-01	(3.83839935546672e+01dB,-1.78674606034817e+02°)
1.08392691402120e-01	(3.83840464476744e+01dB,-1.78689773033570e+02°)
1.09647819614319e-01	(3.83840981373128e+01dB,-1.78704766605277e+02°)
1.10917481526240e-01	(3.83841486509460e+01dB,-1.78719588729104e+02°)
1.12201845430196e-01	(3.83841980153161e+01dB,-1.78734241361774e+02°)
1.13501081567232e-01	(3.83842462565587e+01dB,-1.78748726437808e+02°)
1.14815362149688e-01	(3.83842934002135e+01dB,-1.78763045869781e+02°)
1.16144861384034e-01	(3.83843394712431e+01dB,-1.78777201548563e+02°)
1.17489755493953e-01	(3.83843844940398e+01dB,-1.78791195343561e+02°)
1.18850222743702e-01	(3.83844284924440e+01dB,-1.78805029102958e+02°)
1.20226443461741e-01	(3.83844714897526e+01dB,-1.78818704653953e+02°)
1.21618600064637e-01	(3.83845135087347e+01dB,-1.78832223802991e+02°)
1.23026877081238e-01	(3.83845545716412e+01dB,-1.78845588336000e+02°)
1.24451461177139e-01	(3.83845947002164e+01dB,-1.78858800018616e+02°)
1.25892541179417e-01	(3.83846339157130e+01dB,-1.78871860596414e+02°)
1.27350308101666e-01	(3.83846722388978e+01dB,-1.78884771795129e+02°)
1.28824955169314e-01	(3.83847096900671e+01dB,-1.78897535320882e+02°)
1.30316677845230e-01	(3.83847462890560e+01dB,-1.78910152860397e+02°)
1.31825673855641e-01	(3.83847820552487e+01dB,-1.78922626081220e+02°)
1.33352143216333e-01	(3.83848170075879e+01dB,-1.78934956631933e+02°)
1.34896288259166e-01	(3.83848511645866e+01dB,-1.78947146142368e+02°)
1.36458313658893e-01	(3.83848845443374e+01dB,-1.78959196223819e+02°)
1.38038426460289e-01	(3.83849171645200e+01dB,-1.78971108469245e+02°)
1.39636836105594e-01	(3.83849490424137e+01dB,-1.78982884453484e+02°)
1.41253754462276e-01	(3.83849801949041e+01dB,-1.78994525733448e+02°)
1.42889395851111e-01	(3.83850106384932e+01dB,-1.79006033848333e+02°)
1.44543977074593e-01	(3.83850403893084e+01dB,-1.79017410319813e+02°)
1.46217717445672e-01	(3.83850694631092e+01dB,-1.79028656652237e+02°)
1.47910838816821e-01	(3.83850978752980e+01dB,-1.79039774332829e+02°)
1.49623565609444e-01	(3.83851256409264e+01dB,-1.79050764831877e+02°)
1.51356124843621e-01	(3.83851527747029e+01dB,-1.79061629602924e+02°)
1.53108746168203e-01	(3.83851792910044e+01dB,-1.79072370082958e+02°)
1.54881661891248e-01	(3.83852052038771e+01dB,-1.79082987692599e+02°)
1.56675107010815e-01	(3.83852305270505e+01dB,-1.79093483836283e+02°)
1.58489319246112e-01	(3.83852552739414e+01dB,-1.79103859902443e+02°)
1.60324539069005e-01	(3.83852794576604e+01dB,-1.79114117263694e+02°)
1.62181009735893e-01	(3.83853030910211e+01dB,-1.79124257277009e+02°)
1.64058977319954e-01	(3.83853261865456e+01dB,-1.79134281283894e+02°)
1.65958690743757e-01	(3.83853487564711e+01dB,-1.79144190610565e+02°)
1.67880401812256e-01	(3.83853708127558e+01dB,-1.79153986568123e+02°)
1.69824365246175e-01	(3.83853923670867e+01dB,-1.79163670452720e+02°)
1.71790838715759e-01	(3.83854134308843e+01dB,-1.79173243545731e+02°)
1.73780082874938e-01	(3.83854340153116e+01dB,-1.79182707113922e+02°)
1.75792361395870e-01	(3.83854541312737e+01dB,-1.79192062409613e+02°)
1.77827941003893e-01	(3.83854737894314e+01dB,-1.79201310670843e+02°)
1.79887091512879e-01	(3.83854930002008e+01dB,-1.79210453121531e+02°)
